Regions_ID;Regionsname;y_1850;y_1860;y_1870;y_1880;y_1890;y_1900;y_1910;y_1920;y_1930;y_1940;y_1950;y_1960;y_1970;y_1980;y_1990;y_2000;y_2014;Kanton;;;;;;
34;Höri;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;ZH;;;;;;
35;Hüntwangen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
36;Kloten;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;ZH;;;;;;
37;Lufingen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
38;Nürensdorf;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
39;Oberembrach;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;ZH;;;;;;
40;Opfikon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 20,0 - 39,9 %;Mehrheit katholisch: 20,0 - 39,9 %;ZH;;;;;;
41;Rafz;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
42;Rorbas;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
43;Wallisellen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
44;Wasterkingen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;ZH;;;;;;
45;Wil (ZH);Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;ZH;;;;;;
46;Winkel;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
47;Bachs;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;ZH;;;;;;
48;Boppelsen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
49;Buchs (ZH);Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
50;Dällikon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
51;Dänikon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
52;Dielsdorf;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
53;Hüttikon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
54;Neerach;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
55;Niederglatt;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
56;Niederhasli;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
57;Niederweningen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
58;Oberglatt;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;ZH;;;;;;
59;Oberweningen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
60;Otelfingen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
61;Regensberg;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
62;Regensdorf;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;ZH;;;;;;
63;Rümlang;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
64;Schleinikon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
65;Schöfflisdorf;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;ZH;;;;;;
66;Stadel;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;ZH;;;;;;
